,city,hml,target
4957,Cherry Hill,Medium,No
4958,Sioux City,High,No
4959,Edinburg,High,No
4960,Cherry Hill,Low,No
4961,Athens-Clarke,Medium,Yes
4962,Yorba Linda,Medium,No
4963,NA,Low,No
4964,Bellflower,High,No
4965,Westminster,Low,No
4966,Passaic,NA,Yes
4967,Salt Lake City,Low,No
4968,Indio,Medium,No
4969,Westminster,Medium,No
4970,Hoboken,High,No
4971,Austin,Low,No
4972,Fort Wayne,Medium,Yes
4973,Bryan,NA,Yes
4974,Charleston,Low,Yes
4975,Lynwood,NA,Yes
4976,Grand Island,Low,No
4977,West Orange,Medium,No
4978,Overland Park,NA,No
4979,Overland Park,High,Yes
4980,Fort Smith,High,No
4981,Woodland,Medium,No
4982,Yonkers,Medium,No
4983,Broken Arrow,High,No
4984,Indio,Low,Yes
4985,Walnut Creek,High,No
4986,Sioux City,Medium,No
4987,Concord,High,No
4988,North Bethesda,High,No
4989,Wilkes-Barre,Low,No
4990,Fort Wayne,Medium,No
4991,Joliet,High,No
4992,Pittsburgh,Medium,No
4993,Edinburg,Low,No
4994,San Clemente,High,No
4995,Wheaton-Glenmont,Medium,No
4996,Apple Valley,Low,No
4997,Rockford,High,No
4998,Garden Grove,High,No
4999,Westminster,Low,No
5000,Blacksburg,High,No
